publication_number,application_number,country_code,kind_code,application_kind,application_number_formatted,pct_number,family_id,spif_publication_number,spif_application_number,title_localized.text,title_localized.language,title_localized.truncated,abstract_localized.text,abstract_localized.language,abstract_localized.truncated,claims_localized.text,claims_localized.language,claims_localized.truncated,claims_localized_html.text,claims_localized_html.language,claims_localized_html.truncated,description_localized.text,description_localized.language,description_localized.truncated,description_localized_html.text,description_localized_html.language,description_localized_html.truncated,publication_date,filing_date,grant_date,priority_date,priority_claim.publication_number,priority_claim.application_number,priority_claim.npl_text,priority_claim.type,priority_claim.category,priority_claim.filing_date,inventor,inventor_harmonized.name,inventor_harmonized.country_code,assignee,assignee_harmonized.name,assignee_harmonized.country_code,examiner.name,examiner.department,examiner.level,uspc.code,uspc.inventive,uspc.first,uspc.tree,ipc.code,ipc.inventive,ipc.first,ipc.tree,cpc.code,cpc.inventive,cpc.first,cpc.tree,fi.code,fi.inventive,fi.first,fi.tree,fterm.code,fterm.inventive,fterm.first,fterm.tree,locarno.code,locarno.inventive,locarno.first,locarno.tree,citation.publication_number,citation.application_number,citation.npl_text,citation.type,citation.category,citation.filing_date,parent.publication_number,parent.application_number,parent.npl_text,parent.type,parent.category,parent.filing_date,child.publication_number,child.application_number,child.npl_text,child.type,child.category,child.filing_date,entity_status,art_unit
,,,,,,,,,,一种用于葡萄种植的栽培架,zh,FALSE,本实用新型属于葡萄种植领域，具体为一种用于葡萄种植的栽培架，包括展架，还包括固定串联机构和升降机构，所述固定串联机构上方设置有所述升降机构，所述升降机构顶部设置有所述展架；所述固定串联机构包括连接板、入地钉、连接架、固定销钉，所述升降机构下方并位于两侧设置有所述连接板，所述连接板下方设置有两个所述入地钉，所述连接板上方设置有所述连接架，所述连接架下方并位于两侧均设置有两个所述固定销钉，利用连接架和固定销钉来串联本装置，利用升降机构便于调节本装置，利用展架固定葡萄藤，便于依据葡萄生长高度从而灵活调节高度，有利于葡萄藤生长和挂果。,zh,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN-218278510-U,CN-202222323943-U,CN,U,U,CN 202222323943,,84811716,CN218278510U,CN202222323943,Water spraying cooling device for cooked wet noodle processing process,en,FALSE,"The utility model discloses a cooked wet noodle course of working trickle cooling device relates to food processing technology field. The utility model discloses a waterproof frame, elasticity carding plate and cistern, waterproof frame one end is run through the joint and is had the conveyer belt, and waterproof frame bottom joint has the weighing subassembly, and waterproof frame front side is provided with the control assembly, and control assembly upper end joint is fixed with audible-visual annunciator, and waterproof inboard one end joint of frame has elasticity carding plate, and elasticity carding plate upper end joint has drive assembly, and waterproof frame bottom side central authorities are provided with the cistern, and the cistern one end is run through the joint and has the water pump. The utility model discloses a board and cistern are combed to waterproof frame, elasticity, have solved current water cooling installation that drenches and have difficult to carry out the trickle cooling to the characteristic of ripe wet face, and the cooling is even inadequately, and because the degree of automation of device is not high, is difficult to automatic continuous operation, and ripe wet face can&#39;t carry out the trickle cooling for a long time, leads to staff&#39;s intensity of labour greatly increased&#39;s problem.",en,FALSE,,,,,,,,,,,,,20230113,20220902,20230113,20220902,,CN-202222323943-U,,,,20220902,YANG BO,YANG BO,,延津克明五谷道场食品有限公司,YANJIN KEMING WUGUDAOCHANG FOOD CO LTD,,,,,,,,,B65G49/02,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,一种熟湿面加工过程淋水冷却装置,zh,FALSE,本实用新型公开了一种熟湿面加工过程淋水冷却装置，涉及食品加工技术领域。本实用新型包括防水架、弹性梳理板和蓄水池，防水架一端贯穿卡接有传送带，防水架底端卡接有秤重组件，防水架前侧设置有控制组件，控制组件上端卡接固定有声光报警器，防水架内侧一端卡接有弹性梳理板，弹性梳理板上端卡接有驱动组件，防水架底侧中央设置有蓄水池，蓄水池一端贯穿卡接有水泵。本实用新型通过防水架、弹性梳理板和蓄水池，解决了现有的淋水冷却装置难以针对熟湿面的特性进行淋水冷却，冷却不够均匀，且由于装置的自动化程度不高，难以自动连续作业，而熟湿面无法长时间进行淋水冷却，导致工作人员的劳动强度大大增加的问题。,zh,FALSE,,,,,,,,,,,,,,,,,,,,,,,Duan Xiayun,Duan Xiayun,,,,,,,,,,,,A21C9/08,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LI ZHONGCHANG,LI ZHONGCHANG,,,,,,,,,,,,F25D1/02,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A21C14/00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN-218278584-U,CN-202222257090-U,CN,U,U,CN 202222257090,,84811242,CN218278584U,CN202222257090,Chocolate coating device for ice cream,en,FALSE,"The utility model provides a chocolate coating unit of ice cream, including U type three-way pipe, U type three-way pipe comprises the pipe that lower part U type pipe and U type pipe top position opening placed in the middle are connected, and the pipe upper portion mouth of pipe is the feed inlet, and two branch mouths of pipe of U type pipe lower part all are provided with clamp flange, and two branch mouth of pipe below are provided with first ejection of compact mouth and second ejection of compact mouth respectively, and first ejection of compact mouth and second ejection of compact mouth pass through clamp flange and are connected fixedly with two branch mouths respectively, the discharge gate of first ejection of compact mouth and second ejection of compact mouth sets up relatively, and the discharge gate sets up to a style of calligraphy. This coating device can also improve production efficiency when satisfying the processing demand, and the cost is lower, and convenient to popularize and apply.",en,FALSE,,,,,,,,,,,,,20230113,20220826,20230113,20220826,,CN-202222257090-U,,,,20220826,WANG FUGANG,WANG FUGANG,,江苏美伦食品有限公司,JIANGSU MEILUN FOOD CO LTD,,,,,,,,,A23G9/32,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,一种冰激凌巧克力涂布装置,zh,FALSE,本实用新型提供了一种冰激凌巧克力涂布装置，包括U型三通管，所述U型三通管由下部U型管和U型管顶部居中位置开口连接的圆管组成，圆管上部管口为进料口，U型管下部的两个支管口均设置有卡箍法兰，两个支管口下方分别设置有第一出料嘴和第二出料嘴，第一出料嘴和第二出料嘴通过卡箍法兰分别与两个支管口连接固定，所述第一出料嘴和第二出料嘴的出料口相对设置，出料口设置为一字型。本涂布装置在满足加工需求的同时，还能提高生产效率，且成本较低，便于推广应用。,zh,FALSE,,,,,,,,,,,,,,,,,,,,,,,MA WENTAO,MA WENTAO,,,,,,,,,,,,A23G9/24,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN-218279344-U,CN-202121802810-U,CN,U,U,CN 202121802810,,84803331,CN218279344U,CN202121802810,Rotary auxiliary structure of cooker,en,FALSE,"The utility model relates to a rotary auxiliary structure of a cooker, which comprises a cooker body, a charging tray and a power device; the material tray is placed in the pot body; a rotary transmission part and a supporting part are arranged outside the pot body; the rotary transmission part is in driving connection with the power device, a linkage component is arranged between the rotary transmission part and the material tray, and a rolling part is also arranged between the rotary transmission part and the supporting part; the rotary transmission part is driven by the power device to rotate outside the pot body and is rotatably supported on the supporting part through the rolling part, and the rotary transmission part drives the material tray to rotate in the pot body through the linkage component during rotation. Utilize the supporting piece can provide the supporting action effectively to the rotating transmission spare, improve rotating transmission spare&#39;s assembly stability, still utilized the rolling action of rolling member simultaneously to reduce the friction that the rotating transmission spare produced between rotatory time and the supporting piece, make rotating transmission spare can be steady, smooth and easy, have not had the noise rotary bearing of sound on the supporting piece, reduce noise and wearing and tearing of the two.",en,FALSE,,,,,,,,,,,,,20230113,20210803,20230113,20210803,,CN-202121802810-U,,,,20210803,WANG CHENGBIN,WANG CHENGBIN,,佛山市小为电器科技有限公司,FOSHAN XIAOWEI ELECTRICAL APPLIANCE TECH CO LTD,,,,,,,,,A47J36/20,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,一种锅具的旋转辅助结构,zh,FALSE,本实用新型涉及一种锅具的旋转辅助结构，包括锅体、料盘和动力装置；料盘放置在锅体内；锅体外侧设置有旋转传动件和支承件；旋转传动件与动力装置驱动连接、且与料盘之间设置有联动组件，旋转传动件与支承件之间还设置有滚动件；旋转传动件通过动力装置的驱动旋转在锅体外侧、且通过滚动件旋转支承在支承件上，旋转传动件在旋转时通过联动组件带动料盘旋转在锅体内。利用支承件可以对旋转传动件提供有效地支承作用，提高旋转传动件的装配稳定性，同时还利用了滚动件的滚动作用，以减少旋转传动件在旋转时与支承件之间产生的摩擦，使旋转传动件可以平稳、顺畅、无异响地旋转支承在支承件上，减少二者的噪音和磨损。,zh,FALSE,,,,,,,,,,,,,,,,,,,,,,,MO YITIAN,MO YITIAN,,,,,,,,,,,,A47J27/00,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jian Binggen,Jian Binggen,,,,,,,,,,,,A47J36/16,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LI WEIWEN,LI WEIWEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chen Tuyan,Chen Tuyan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN-218279542-U,CN-202222309044-U,CN,U,U,CN 202222309044,,84812362,CN218279542U,CN202222309044,Dual-purpose mop for sweeping and mopping,en,FALSE,"The utility model provides a sweep and drag dual-purpose mop relates to cleaning products technical field, has solved the mop that exists among the prior art and can&#39;t accomplish the technical problem of cleaning and mopping work on more rubbish ground. The device sweeps and drags dual-purpose mop and includes mop pole, cleaning part, mop head and scrape the water jacket, and cleaning part sets up the one end at the mop pole, and cleaning part can dismantle with the mop head and be connected, scrapes water jacket and mop pole sliding connection, scrapes the water jacket and sets up the wiper blade in the water jacket, scrapes the water jacket outside and sets up the knob, and the rotatable setting of wiper blade is on scraping the inner wall that the water jacket kept away from the mop pole, and the knob is connected with the wiper blade, and the mop head is the dull and stereotyped mop head of exempting from to wash. The utility model discloses can directly use the cleaning part to clean, also can use the mop head to drag the ground, no longer need prepare various instrument and come occupation space, it scrapes the water cover and can realize scraping the water function to the cleanness of mop head, removes the user from and washes the vexation by hand, and the rotatable user of wiper blade can adjust the mop head according to actual need and scrape the humidity behind the water.",en,FALSE,,,,,,,,,,,,,20230113,20220830,20230113,20220830,,CN-202222309044-U,,,,20220830,QIU JIANQIU,QIU JIANQIU,,霸州市泊霖家居用品有限公司,BAZHOU BOLIN HOUSEHOLD PRODUCTS CO LTD,,,,,,,,,A47L13/42,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,一种扫拖两用拖把,zh,FALSE,本实用新型提供了一种扫拖两用拖把，涉及清洁用品技术领域，解决了现有技术中存在的拖把无法完成较多垃圾地面的清扫与拖净工作的技术问题。该装置扫拖两用拖把包括拖把杆、清扫部、拖把头以及刮水套，清扫部设置在拖把杆的一端，清扫部与拖把头可拆卸连接，刮水套与拖把杆滑动连接，刮水套内设置刮水片，刮水套外部设置旋钮，刮水片可转动的设置在刮水套远离拖把杆的内壁上，旋钮与刮水片连接，拖把头为免手洗平板拖把头。本实用新型可以直接使用清扫部清扫，也可以使用拖把头拖地，不再需要准备多样工具来占用空间，其刮水套能实现对拖把头的清洁刮水功能，免去用户手洗烦恼，刮水片的可转动用户可以根据实际需要来调节拖把头刮水后的湿度。,zh,FALSE,,,,,,,,,,,,,,,,,,,,,,,QIU WEIRAN,QIU WEIRAN,,,,,,,,,,,,A47L13/20,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A47L13/24,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN-218280320-U,CN-202123333229-U,CN,U,U,CN 202123333229,,84803197,CN218280320U,CN202123333229,Handle and bed hook integrated device of intermittent pulse pressurization anti-bolt system,en,FALSE,"The utility model discloses an intermittent pulse pressurization antithrombotic system handle bed hook integrative device, relate to intermittent pulse pressurization antithrombotic technical field, intermittent pulse pressurization antithrombotic device one end is equipped with the protruding spacing convex part of outside end, through designing handle bed hook into the structure of integral type, can also hang the device on hospital bed tailstock, bed side frame when making the device portable removal, make the device need not to place on the bedcabinet or the sick bed of sick bed, guarantee the stability of the device is whole, thereby guarantee holistic therapeutic effect, bending type bed hook portion outer wall is fixed and is equipped with the non-slip bulge, the non-slip bulge can play spacing chucking&#39;s effect, can further guarantee the device hangs the stability on hospital bed tailstock, bed side frame of hospital bed; the distance between the bent type bed hook part and the intermittent pulse pressurization antithrombotic device can be elastically adjusted according to the hospital bed tails or the bed side frames of different specifications through the adjustable elastic mechanism, so that the adjustable bending type bed hook part is suitable for different hospital beds, and the adaptability is wide.",en,FALSE,,,,,,,,,,,,,20230113,20211228,20230113,20211228,,CN-202123333229-U,,,,20211228,WANG GUIXIANG,WANG GUIXIANG,,江苏承康医用设备有限公司,JIANGSU CHENGKANG MEDICAL EQUIPMENT CO LTD,,,,,,,,,A61N1/36,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,一种间歇脉冲加压抗栓系统把手床钩一体装置,zh,FALSE,本实用新型公开一种间歇脉冲加压抗栓系统把手床钩一体装置，涉及间歇脉冲加压抗栓技术领域，间歇脉冲加压抗栓装置一端设有向外端凸起的限位凸部，通过将把手床钩设计为一体式的结构，使得装置能够便携移动的同时还可以将装置挂至于医院病床床尾、床侧架上，使得装置无需放置于病床的床柜或病床上，保证装置整体的稳定性，从而保证整体的治疗效果，弯折型床钩部外壁固定设有防滑凸起，防滑凸起能够起到限位卡紧的作用，能够进一步保证装置挂至于医院病床床尾、床侧架上的稳定性；通过可调节弹性机构使得弯折型床钩部与间歇脉冲加压抗栓装置间距根据不同规格的医院病床床尾或床侧架进行弹性调节，从而适配不同病床的使用，适配性较为广泛。,zh,FALSE,,,,,,,,,,,,,,,,,,,,,,,ZHAN WEI,ZHAN WEI,,,,,,,,,,,,A61G7/05,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WANG YUE,WANG YUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN-218281421-U,CN-202222444647-U,CN,U,U,CN 202222444647,,84816490,CN218281421U,CN202222444647,Homogenizing tank for polypropylene material production,en,FALSE,"The utility model discloses a polypropylene materials production is with homogenization jar, include: the homogenizing tank comprises a homogenizing tank body, a stirring and discharging mechanism and a discharging mechanism; the stirring and discharging mechanism is arranged in the homogenization tank main body and comprises a main rotating rod, one end of the main rotating rod is provided with a groove, the main rotating rod is provided with a plurality of uniformly distributed stirring rods, one stirring rod is provided with an auxiliary discharging scraper, the auxiliary discharging scrapers are attached to the inner wall of the homogenization tank main body, a pair of stirring rods are provided with conveying grooves in a chiseling mode, and the side walls of the conveying grooves are provided with nozzles; the discharging mechanism is arranged on one side of the homogenization tank main body and comprises a discharging valve, and a plugging rotating plate is arranged in the discharging valve. The utility model discloses a to the setting of the corresponding mechanism of homogenization jar, make the polypropylene material in the homogenization jar discharge fast, be difficult for remaining to no longer need staff&#39;s assistance, increase the production efficiency of polypropylene, and for staff&#39;s pressure relief, reduce unnecessary economic loss for the user.",en,FALSE,,,,,,,,,,,,,20230113,20220915,20230113,20220915,,CN-202222444647-U,,,,20220915,ZHANG WENLONG,ZHANG WENLONG,,朴烯晶新能源材料(上海)有限公司,PUXIJING NEW ENERGY MAT CN CO LTD,,,,,,,,,B01F27/808,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
